,city,18,19,21,27,33,4,6,coordinates
753,Шебекино,145.0,65.0,,,,,,"[36.879319, 50.404344]"
754,Шира,,63.0,,,,,,"[89.962817, 54.487197]"
755,Школьный,,46.0,,,,,,"[86.825819, 54.002019]"
756,Шлиссельбург,,153.0,,,,,,"[31.034754, 59.944959]"
757,Шушенское,,87.0,110.0,,,,,"[91.935643, 53.333763]"
758,Шуя,,168.0,,,436.0,,,"[41.384622, 56.854404]"
759,Щекино,124.0,,,119.0,,,,"[37.518165, 54.001574]"
760,Щигры,,60.0,,,,,,"[36.912341, 51.873243]"
761,Электроизолятор,207.0,,,,,,,"[38.501137, 55.586237]"
762,Электросталь,116.0,198.0,,476.0,,,,"[38.444858, 55.78445]"
763,Элиста,,,380.0,,1148.0,2149.0,1624.0,"[44.269759, 46.307743]"
764,Энгельс,507.0,516.0,525.0,135.0,669.0,,,"[46.124052, 51.50105]"
765,Эркен-Шахар,,,74.0,,,,,"[41.959382, 44.372464]"
766,Югорск,,,95.0,,,,,"[63.331964, 61.314917]"
767,Южно-Сахалинск,,69.0,1187.0,,,,181.0,"[142.729587, 46.957771]"
768,Южноуральск,,80.0,,,,,,"[61.268237, 54.442455]"
769,Юрга,,,248.0,,,,,"[84.933878, 55.713557]"
770,Ютановка,,,,46.0,,,,"[37.796768, 50.4909]"
771,Яблоновский,,,,,30.0,,,"[38.936362, 44.981285]"
772,Якутск,786.0,1159.0,10835.0,259.0,1454.0,761.0,1804.0,"[129.732178, 62.027221]"
773,Ялта,,,,,378.0,,,"[34.169506, 44.497415]"
774,Ялуторовск,,,,,186.0,,,"[66.312215, 56.654694]"
775,Яныль,,77.0,,,,,,"[50.578519, 56.253447]"
776,Яровое,,59.0,,,,,,"[78.580049, 52.919743]"
777,Ярославль,5947.0,928.0,528.0,2636.0,2055.0,3695.0,2402.0,"[39.893813, 57.626559]"
778,Ярцево,,59.0,,,,,,"[32.688292, 55.066123]"
