,city,8,15,26,27,coordinates
856,Туринск,,56.0,,,"[63.690814, 58.052474]"
857,Туринская Слобода,,55.0,,,"[64.387467, 57.618062]"
858,Тутаев,44.0,,,,"[39.530714, 57.8688]"
859,Тучково,,44.0,,,"[36.47187, 55.600857]"
860,Тында,128.0,,,156.0,"[124.73644, 55.149666]"
861,Тюмень,3839.0,6706.0,319.0,4701.0,"[65.541227, 57.152985]"
862,Тяжинский,,64.0,,,"[88.517194, 56.110731]"
863,Ува,117.0,,,,"[52.18768, 56.982882]"
864,Уварово,75.0,58.0,,,"[42.261009, 51.983105]"
865,Углич,,113.0,,,"[38.319372, 57.526597]"
866,Удомля,,76.0,,,"[35.005739, 57.871648]"
867,Узловая,108.0,122.0,,361.0,"[38.160308, 53.97844]"
868,Улан-Удэ,3066.0,2784.0,,1137.0,"[107.584547, 51.834809]"
869,Улькан,,26.0,,,"[107.793846, 55.908555]"
870,Ульяновск,4128.0,3240.0,,2326.0,"[48.403132, 54.314192]"
871,Унеча,178.0,,,,"[32.670676, 52.845115]"
872,Урай,,100.0,,,"[64.803225, 60.128955]"
873,Урняк,72.0,,,,"[50.003193, 56.233169]"
874,Урюпинск,,90.0,,,"[41.995593, 50.79451]"
875,Усинск,84.0,99.0,,,"[57.55701, 65.994148]"
876,Усмань,109.0,,,,"[39.736069, 52.043386]"
877,Усогорск,28.0,,,,"[48.7067, 63.429314]"
878,Усолье-Сибирское,,154.0,,,"[103.637332, 52.757095]"
879,Успенское,72.0,,,,"[41.392473, 44.830917]"
880,Уссурийск,754.0,297.0,,309.0,"[131.952122, 43.797247]"
881,Усть-Илимск,,60.0,,,"[102.733519, 57.942686]"
882,Усть-Камчатск,,10.0,,,"[162.536137, 56.239683]"
883,Усть-Катав,,83.0,,,"[58.174709, 54.930289]"
884,Усть-Кут,,,434.0,,"[105.74539, 56.780882]"
885,Усть-Лабинск,83.0,,,,"[39.691225, 45.213657]"
886,Уфа,6159.0,13559.0,367.0,7141.0,"[55.958736, 54.735152]"
887,Ухта,2102.0,1283.0,,1014.0,"[53.663999, 63.566006]"
888,Учалы,163.0,,,,"[59.379152, 54.316497]"
889,Феодосия,256.0,138.0,,,"[35.383911, 45.026654]"
890,Фокино,121.0,140.0,,,"[34.415923, 53.455436]"
891,Фокино,121.0,140.0,,,"[132.410936, 42.97407]"
892,Фролово,116.0,,,,"[43.649185, 49.765605]"
893,Фурманов,76.0,,,,"[41.106189, 57.252601]"
894,Хабаровск,11551.0,2582.0,452.0,2595.0,"[135.071917, 48.480229]"
895,Хандыга,,164.0,,,"[135.563053, 62.653533]"
896,Ханты-Мансийск,1034.0,122.0,132.0,,"[69.046866, 61.035726]"
897,Ханты-Мансийск,1034.0,122.0,132.0,,"[69.018911, 61.003184]"
898,Хасавюрт,138.0,388.0,,,"[46.585526, 43.248524]"
899,Хвойная,,46.0,,,"[34.530781, 58.896724]"
900,Хворостянка,,79.0,,,"[48.964929, 52.615344]"
901,Химки,,169.0,,160.0,"[37.444853, 55.889361]"
902,Хлопуново,,71.0,,,"[82.019545, 52.072413]"
903,Холмск,44.0,83.0,142.0,,"[142.042017, 47.040819]"
904,Хоногор,45.0,45.0,,,"[130.120367, 62.4684]"
905,Хор,,54.0,,,"[134.963041, 47.885839]"
906,Хоронхой,34.0,47.0,,,"[106.148195, 50.474158]"
907,Цивильск,159.0,157.0,,,"[47.465309, 55.864899]"
908,Чадан,96.0,106.0,,,"[91.567406, 51.28294]"
909,Чайковский,553.0,896.0,,,"[54.14881, 56.778081]"
910,Чапаевск,154.0,131.0,,,"[49.710217, 52.981709]"
911,Чебаркуль,,52.0,,,"[60.37012, 54.97779]"
912,Чебоксары,6705.0,3665.0,,3862.0,"[47.247728, 56.139918]"
913,Чегдомын,,37.0,,,"[133.035948, 51.133904]"
914,Чекмагуш,59.0,,,,"[54.651759, 55.139725]"
915,Челябинск,11248.0,3465.0,,2338.0,"[61.402554, 55.159902]"
916,Черемхово,104.0,70.0,,,"[103.090096, 53.136917]"
917,Черемшан,,29.0,,,"[51.505616, 54.654704]"
918,Череповец,2034.0,1919.0,21.0,916.0,"[37.90347, 59.122612]"
919,Черкесск,1944.0,1072.0,,,"[42.048279, 44.228374]"
920,Черногорск,267.0,266.0,,,"[91.306005, 53.827013]"
921,Черноярская,63.0,60.0,,,"[44.34687, 43.692884]"
922,Чернушка,164.0,159.0,,,"[56.07637, 56.516015]"
923,Чернянка,,44.0,,53.0,"[37.804134, 50.940917]"
924,Черский,,30.0,,,"[161.323816, 68.755809]"
925,Чистополь,,74.0,60.0,104.0,"[50.643575, 55.372339]"
926,Чита,3014.0,678.0,,416.0,"[113.501049, 52.033635]"
927,Чишмы,41.0,,,,"[55.380266, 54.589336]"
928,Чкаловск,,82.0,68.0,,"[43.251105, 56.766257]"
929,Чудово,84.0,,,,"[31.678136, 59.121666]"
930,Чунский,,42.0,,,"[99.6619, 56.088298]"
931,Чусовой,77.0,75.0,,,"[57.808053, 58.305058]"
932,Шадринск,110.0,117.0,,,"[63.629747, 56.087042]"
933,Шаран,86.0,,,,"[54.005781, 54.820052]"
934,Шарыпово,103.0,99.0,,,"[89.18016, 55.53909]"
935,Шарья,67.0,,,,"[45.518264, 58.369854]"
936,Шатура,,122.0,,,"[39.544575, 55.577577]"
937,Шахты,4087.0,2691.0,,844.0,"[40.215401, 47.709237]"
938,Шахунья,85.0,,,,"[46.612933, 57.676341]"
939,Шебекино,72.0,231.0,,,"[36.879319, 50.404344]"
940,Шелехов,85.0,82.0,,,"[104.097395, 52.210209]"
941,Шемышейка,,43.0,,,"[45.397881, 52.889919]"
942,Шлиссельбург,128.0,120.0,146.0,,"[31.034754, 59.944959]"
943,Шолоховский,70.0,59.0,,,"[41.046505, 48.282732]"
944,Шумерля,83.0,81.0,,,"[46.417846, 55.497934]"
945,Шумиха,109.0,,,,"[63.28571, 55.228726]"
946,Шушенское,,94.0,,,"[91.935643, 53.333763]"
947,Шуя,193.0,141.0,,,"[41.384622, 56.854404]"
948,Щекино,,152.0,,119.0,"[37.518165, 54.001574]"
949,Щигры,,66.0,,,"[36.912341, 51.873243]"
950,Эгвекинот,12.0,21.0,,,"[177.339555, 68.08756]"
951,Электроизолятор,183.0,,,,"[38.501137, 55.586237]"
952,Электросталь,496.0,503.0,,476.0,"[38.444858, 55.78445]"
953,Элиста,1605.0,84.0,,,"[44.269759, 46.307743]"
954,Энгельс,321.0,2168.0,,135.0,"[46.124052, 51.50105]"
955,Энергетик,57.0,,,,"[58.795813, 51.743663]"
956,Югорск,88.0,101.0,,,"[63.331964, 61.314917]"
957,Южно-Сахалинск,909.0,535.0,,,"[142.729587, 46.957771]"
958,Южноуральск,85.0,86.0,,,"[61.268237, 54.442455]"
959,Юрга,106.0,897.0,,,"[84.933878, 55.713557]"
960,Юрьев-Польский,34.0,,,,"[39.680823, 56.49925]"
961,Юрьевец,92.0,,,,"[43.110842, 57.318321]"
962,Юрюзань,,71.0,,,"[58.425276, 54.853677]"
963,Ютановка,,,,46.0,"[37.796768, 50.4909]"
964,Якутск,6443.0,1474.0,126.0,259.0,"[129.732178, 62.027221]"
965,Ялуторовск,229.0,204.0,,,"[66.312215, 56.654694]"
966,Яныль,76.0,,,,"[50.578519, 56.253447]"
967,Яровое,54.0,51.0,,,"[78.580049, 52.919743]"
968,Ярославль,3522.0,2846.0,,2636.0,"[39.893813, 57.626559]"
969,Ярославский,35.0,,,,"[132.225012, 44.185359]"
970,Ярцево,47.0,50.0,,,"[32.688292, 55.066123]"
971,Ясногорск,,119.0,,,"[37.693354, 54.479293]"
972,Ясногорск,,119.0,,,"[115.692013, 50.87397]"
973,имени Карла Либкнехта,,65.0,,,"[35.479339, 51.623467]"
